actor1,actor2,weight
"Alex Sharp","Jeremy Strong",1
"Alex Sharp","Sacha Baron Cohen",1
"Eddie Redmayne","Jeremy Strong",1
"Eddie Redmayne","Sacha Baron Cohen",1
"Jeremy Strong","Sacha Baron Cohen",1
"Lars Ranthe","Mads Mikkelsen",1
"Lars Ranthe","Magnus Millang",1
"Lars Ranthe","Thomas Bo Larsen",1
"Mads Mikkelsen","Magnus Millang",1
"Magnus Millang","Thomas Bo Larsen",1
"Amy Adams","Christian Bale",1
"Amy Adams","Mark Wahlberg",1
"Amy Adams","Melissa Leo",1
"Christian Bale","Mark Wahlberg",1
"Christian Bale","Melissa Leo",1
"Mark Wahlberg","Melissa Leo",1
"Famke Janssen","Leland Orser",1
"Famke Janssen","Liam Neeson",1
"Famke Janssen","Maggie Grace",1
"Leland Orser","Liam Neeson",1
"Leland Orser","Maggie Grace",1
"Liam Neeson","Maggie Grace",1
"Asa Butterfield","David Thewlis",1
"Asa Butterfield","Rupert Friend",1
"Asa Butterfield","Zac Mattoon O'Brien",1
"David Thewlis","Rupert Friend",1
"David Thewlis","Zac Mattoon O'Brien",1
"Rupert Friend","Zac Mattoon O'Brien",1
"Gerard Hendrick","Glen Hansard",1
"Gerard Hendrick","Hugh Walsh",1
"Gerard Hendrick","Markéta Irglová",1
"Glen Hansard","Hugh Walsh",1
"Glen Hansard","Markéta Irglová",1
"Hugh Walsh","Markéta Irglová",1
"Andy Serkis","Ian McKellen",1
"Andy Serkis","Martin Freeman",1
"Andy Serkis","Richard Armitage",1
"Baki Davrak","Nurgül Yesilçay",1
"Baki Davrak","Nursel Köse",1
"Baki Davrak","Tuncel Kurtiz",1
"Nurgül Yesilçay","Nursel Köse",1
"Nurgül Yesilçay","Tuncel Kurtiz",1
"Nursel Köse","Tuncel Kurtiz",1
"Brenda Blethyn","James McAvoy",1
"Brenda Blethyn","Keira Knightley",2
"Brenda Blethyn","Saoirse Ronan",1
"James McAvoy","Keira Knightley",1
"James McAvoy","Saoirse Ronan",1
"Keira Knightley","Saoirse Ronan",1
"Albert Brooks","Bryan Cranston",1
"Albert Brooks","Carey Mulligan",1
"Albert Brooks","Ryan Gosling",1
"Bryan Cranston","Carey Mulligan",1
"Bryan Cranston","Ryan Gosling",1
"Carey Mulligan","Ryan Gosling",1
"Chiwetel Ejiofor","Denzel Washington",1
"Chiwetel Ejiofor","Josh Brolin",1
"Chiwetel Ejiofor","Russell Crowe",1
"Denzel Washington","Josh Brolin",1
"Denzel Washington","Russell Crowe",1
"Josh Brolin","Russell Crowe",1
"Michelle Rodriguez","Sam Worthington",1
"Michelle Rodriguez","Sigourney Weaver",1
"Michelle Rodriguez","Zoe Saldana",1
"Sam Worthington","Sigourney Weaver",1
"Sam Worthington","Zoe Saldana",1
"Sigourney Weaver","Zoe Saldana",1
"Diane Kruger","Jared Leto",1
"Diane Kruger","Linh Dan Pham",1
"Diane Kruger","Sarah Polley",1
"Jared Leto","Linh Dan Pham",1
"Jared Leto","Sarah Polley",1
"Linh Dan Pham","Sarah Polley",1
"Dalia Hernández","Gerardo Taracena",1
"Dalia Hernández","Raoul Max Trujillo",1
"Dalia Hernández","Rudy Youngblood",1
"Gerardo Taracena","Raoul Max Trujillo",1
"Gerardo Taracena","Rudy Youngblood",1
"Raoul Max Trujillo","Rudy Youngblood",1
"Greg Kinnear","Steve Carell",1
"Greg Kinnear","Toni Collette",1
"Greg Kinnear","Valerie Faris",1
"Steve Carell","Toni Collette",1
"Steve Carell","Valerie Faris",1
"Toni Collette","Valerie Faris",1
"Bill Nighy","Martin Freeman",1
"Bill Nighy","Nick Frost",1
"Bill Nighy","Simon Pegg",1
"Martin Freeman","Nick Frost",1
"Martin Freeman","Simon Pegg",1
"Brad Pitt","Cate Blanchett",1
"Brad Pitt","Julia Ormond",1
"Brad Pitt","Tilda Swinton",1
"Cate Blanchett","Julia Ormond",1
"Cate Blanchett","Tilda Swinton",1
"Julia Ormond","Tilda Swinton",1
"Kirron Kher","Preity Zinta",1
"Kirron Kher","Rani Mukerji",1
"Kirron Kher","Shah Rukh Khan",1
"Preity Zinta","Rani Mukerji",1
"Rani Mukerji","Shah Rukh Khan",1
"Mads Mikkelsen","Nicolas Bro",1
"Mads Mikkelsen","Paprika Steen",1
"Mads Mikkelsen","Ulrich Thomsen",1
"Nicolas Bro","Paprika Steen",1
"Nicolas Bro","Ulrich Thomsen",1
"Brenda Blethyn","Donald Sutherland",1
"Brenda Blethyn","Matthew Macfadyen",1
"Donald Sutherland","Keira Knightley",1
"Donald Sutherland","Matthew Macfadyen",1
"Keira Knightley","Matthew Macfadyen",1
"Anthony Hopkins","Diane Ladd",1
"Anthony Hopkins","Iain Rea",1
"Anthony Hopkins","Tessa Mitchell",1
"Diane Ladd","Iain Rea",1
"Diane Ladd","Tessa Mitchell",1
"Iain Rea","Tessa Mitchell",1
"Aya Okamoto","Shôgo Furuya",1
"Aya Okamoto","Tôru Emori",1
"Aya Okamoto","Yoshiaki Umegaki",1
"Shôgo Furuya","Tôru Emori",1
"Shôgo Furuya","Yoshiaki Umegaki",1
"Tôru Emori","Yoshiaki Umegaki",1
"Alan Tudyk","Chiwetel Ejiofor",1
"Alan Tudyk","Gina Torres",1
"Alan Tudyk","Nathan Fillion",1
"Chiwetel Ejiofor","Gina Torres",1
"Chiwetel Ejiofor","Nathan Fillion",1
"Gina Torres","Nathan Fillion",1
"Ginnifer Goodwin","Joaquin Phoenix",1
"Ginnifer Goodwin","Reese Witherspoon",1
"Ginnifer Goodwin","Robert Patrick",1
"Joaquin Phoenix","Reese Witherspoon",1
"Joaquin Phoenix","Robert Patrick",1
"Reese Witherspoon","Robert Patrick",1
"Andreas Wilson","Gustaf Skarsgård",1
"Andreas Wilson","Henrik Lundström",1
"Andreas Wilson","Linda Zilliacus",1
"Gustaf Skarsgård","Henrik Lundström",1
"Gustaf Skarsgård","Linda Zilliacus",1
"Henrik Lundström","Linda Zilliacus",1
"Gena Rowlands","James Garner",1
"Gena Rowlands","Rachel McAdams",1
"Gena Rowlands","Ryan Gosling",1
"James Garner","Rachel McAdams",1
"James Garner","Ryan Gosling",1
"Rachel McAdams","Ryan Gosling",1
"Gael García Bernal","Mercedes Morán",1
"Gael García Bernal","Mía Maestro",1
"Gael García Bernal","Rodrigo De la Serna",1
"Mercedes Morán","Mía Maestro",1
"Mercedes Morán","Rodrigo De la Serna",1
"Mía Maestro","Rodrigo De la Serna",1
"Artyom Bogucharskiy","Lyubov Agapova",1
"Artyom Bogucharskiy","Oksana Akinshina",1
"Artyom Bogucharskiy","Pavel Ponomaryov",1
"Lyubov Agapova","Oksana Akinshina",1
"Lyubov Agapova","Pavel Ponomaryov",1
"Oksana Akinshina","Pavel Ponomaryov",1
"Jean-Claude Donda","Michel Robin",1
"Jean-Claude Donda","Michèle Caucheteux",1
"Jean-Claude Donda","Monica Viegas",1
"Michel Robin","Michèle Caucheteux",1
"Michel Robin","Monica Viegas",1
"Michèle Caucheteux","Monica Viegas",1
"Kang-ho Song","Kim Tae-Woo",1
"Kang-ho Song","Lee Byung-Hun",1
"Kang-ho Song","Lee Yeong-ae",1
"Kim Tae-Woo","Lee Byung-Hun",1
"Kim Tae-Woo","Lee Yeong-ae",1
"Lee Byung-Hun","Lee Yeong-ae",1
"Christopher Adamson","Guy Pearce",1
"Christopher Adamson","JB Blanc",1
"Christopher Adamson","Jim Caviezel",1
"Guy Pearce","JB Blanc",1
"Guy Pearce","Jim Caviezel",1
"JB Blanc","Jim Caviezel",1
"Ethan Hawke","Lorelei Linklater",1
"Ethan Hawke","Trevor Jack Brooks",1
"Ethan Hawke","Wiley Wiggins",1
"Lorelei Linklater","Trevor Jack Brooks",1
"Lorelei Linklater","Wiley Wiggins",1
"Trevor Jack Brooks","Wiley Wiggins",1
"Denzel Washington","Ryan Hurst",1
"Denzel Washington","Will Patton",1
"Denzel Washington","Wood Harris",1
"Ryan Hurst","Will Patton",1
"Ryan Hurst","Wood Harris",1
"Will Patton","Wood Harris",1
"Chen Chang","Michelle Yeoh",1
"Chen Chang","Yun-Fat Chow",1
"Chen Chang","Ziyi Zhang",1
"Michelle Yeoh","Yun-Fat Chow",1
"Michelle Yeoh","Ziyi Zhang",1
"Yun-Fat Chow","Ziyi Zhang",1
"Antonia San Juan","Candela Peña",1
"Antonia San Juan","Cecilia Roth",1
"Antonia San Juan","Marisa Paredes",1
"Candela Peña","Cecilia Roth",1
"Candela Peña","Marisa Paredes",1
"Cecilia Roth","Marisa Paredes",1
"Helen Hunt","Lari White",1
"Helen Hunt","Paul Sanchez",1
"Helen Hunt","Tom Hanks",1
"Lari White","Paul Sanchez",1
"Lari White","Tom Hanks",1
"Paul Sanchez","Tom Hanks",1
"David Della Rocco","Norman Reedus",1
"David Della Rocco","Sean Patrick Flanery",1
"David Della Rocco","Willem Dafoe",1
"Norman Reedus","Sean Patrick Flanery",1
"Norman Reedus","Willem Dafoe",1
"Sean Patrick Flanery","Willem Dafoe",1
"Al Pacino","Christopher Plummer",1
"Al Pacino","Diane Venora",1
"Al Pacino","Russell Crowe",1
"Christopher Plummer","Diane Venora",1
"Diane Venora","Russell Crowe",1
"Chris Cooper","Chris Owen",1
"Chris Cooper","Jake Gyllenhaal",1
"Chris Cooper","Laura Dern",1
"Chris Owen","Jake Gyllenhaal",1
"Chris Owen","Laura Dern",1
"Jake Gyllenhaal","Laura Dern",1
"Cameron Diaz","Eddie Murphy",1
"Cameron Diaz","Mike Myers",1
"Cameron Diaz","Vicky Jenson",1
"Eddie Murphy","Mike Myers",1
"Eddie Murphy","Vicky Jenson",1
"Mike Myers","Vicky Jenson",1
"Billy Zane","Kate Winslet",1
"Billy Zane","Kathy Bates",1
"Billy Zane","Leonardo DiCaprio",1
"Kate Winslet","Kathy Bates",1
"Kate Winslet","Leonardo DiCaprio",1
"Kathy Bates","Leonardo DiCaprio",1
"Kayoko Kishimoto","Ren Osugi",1
"Kayoko Kishimoto","Susumu Terajima",1
"Kayoko Kishimoto","Takeshi Kitano",1
"Ren Osugi","Susumu Terajima",1
"Ren Osugi","Takeshi Kitano",1
"Susumu Terajima","Takeshi Kitano",1
"Ethan Hawke","Gore Vidal",1
"Ethan Hawke","Jude Law",1
"Ethan Hawke","Uma Thurman",1
"Gore Vidal","Jude Law",1
"Gore Vidal","Uma Thurman",1
"Jude Law","Uma Thurman",1
"Deborah Kara Unger","James Rebhorn",1
"Deborah Kara Unger","Michael Douglas",1
"Deborah Kara Unger","Sean Penn",1
"James Rebhorn","Michael Douglas",1
"James Rebhorn","Sean Penn",1
"Michael Douglas","Sean Penn",1
"Emily Watson","Jean-Marc Barr",1
"Emily Watson","Katrin Cartlidge",1
"Emily Watson","Stellan Skarsgård",1
"Jean-Marc Barr","Katrin Cartlidge",1
"Jean-Marc Barr","Stellan Skarsgård",1
"Katrin Cartlidge","Stellan Skarsgård",1
"Johnny Depp","Martin Landau",1
"Johnny Depp","Patricia Arquette",1
"Johnny Depp","Sarah Jessica Parker",1
"Martin Landau","Patricia Arquette",1
"Martin Landau","Sarah Jessica Parker",1
"Patricia Arquette","Sarah Jessica Parker",1
"Johnny Depp","Juliette Lewis",1
"Johnny Depp","Leonardo DiCaprio",1
"Johnny Depp","Mary Steenburgen",1
"Juliette Lewis","Leonardo DiCaprio",1
"Juliette Lewis","Mary Steenburgen",1
"Leonardo DiCaprio","Mary Steenburgen",1
"Kevin Jarre","Kurt Russell",1
"Kevin Jarre","Sam Elliott",1
"Kevin Jarre","Val Kilmer",1
"Kurt Russell","Sam Elliott",1
"Kurt Russell","Val Kilmer",1
"Sam Elliott","Val Kilmer",1
"Art LaFleur","Mike Vitar",1
"Art LaFleur","Patrick Renna",1
"Art LaFleur","Tom Guiry",1
"Mike Vitar","Patrick Renna",1
"Mike Vitar","Tom Guiry",1
"Patrick Renna","Tom Guiry",1
"Anthony Hopkins","Christopher Reeve",1
"Anthony Hopkins","Emma Thompson",1
"Anthony Hopkins","John Haycraft",1
"Christopher Reeve","Emma Thompson",1
"Christopher Reeve","John Haycraft",1
"Emma Thompson","John Haycraft",1
"David Thewlis","Greg Cruttwell",1
"David Thewlis","Katrin Cartlidge",1
"David Thewlis","Lesley Sharp",1
"Greg Cruttwell","Katrin Cartlidge",1
"Greg Cruttwell","Lesley Sharp",1
"Katrin Cartlidge","Lesley Sharp",1
"Harrison Ford","Julianne Moore",1
"Harrison Ford","Sela Ward",1
"Harrison Ford","Tommy Lee Jones",1
"Julianne Moore","Sela Ward",1
"Julianne Moore","Tommy Lee Jones",1
"Sela Ward","Tommy Lee Jones",1
"Chazz Palminteri","Francis Capra",1
"Chazz Palminteri","Lillo Brancato",1
"Chazz Palminteri","Robert De Niro",1
"Francis Capra","Lillo Brancato",1
"Francis Capra","Robert De Niro",1
"Lillo Brancato","Robert De Niro",1
"Boyd Kirkland","Dan Riba",1
"Boyd Kirkland","Eric Radomski",1
"Boyd Kirkland","Frank Paur",1
"Dan Riba","Eric Radomski",1
"Dan Riba","Frank Paur",1
"Eric Radomski","Frank Paur",1
"Philip Chan","Teresa Mo",1
"Philip Chan","Tony Chiu-Wai Leung",1
"Philip Chan","Yun-Fat Chow",1
"Teresa Mo","Tony Chiu-Wai Leung",1
"Teresa Mo","Yun-Fat Chow",1
"Tony Chiu-Wai Leung","Yun-Fat Chow",1
"Alan Randolph Scott","Gena Rowlands",1
"Alan Randolph Scott","Lisanne Falk",1
"Alan Randolph Scott","Winona Ryder",1
"Gena Rowlands","Lisanne Falk",1
"Gena Rowlands","Winona Ryder",1
"Lisanne Falk","Winona Ryder",1
"Halina Gryglaszewska","Irène Jacob",1
"Halina Gryglaszewska","Kalina Jedrusik",1
"Halina Gryglaszewska","Wladyslaw Kowalski",1
"Irène Jacob","Kalina Jedrusik",1
"Irène Jacob","Wladyslaw Kowalski",1
"Kalina Jedrusik","Wladyslaw Kowalski",1
"Cuba Gooding Jr.","Hudhail Al-Amir",1
"Cuba Gooding Jr.","Laurence Fishburne",1
"Cuba Gooding Jr.","Lloyd Avery II",1
"Hudhail Al-Amir","Laurence Fishburne",1
"Hudhail Al-Amir","Lloyd Avery II",1
"Laurence Fishburne","Lloyd Avery II",1
"Frances Sternhagen","James Caan",1
"Frances Sternhagen","Kathy Bates",1
"Frances Sternhagen","Richard Farnsworth",1
"James Caan","Kathy Bates",1
"James Caan","Richard Farnsworth",1
"Kathy Bates","Richard Farnsworth",1
"Julie Kavner","Robert De Niro",1
"Julie Kavner","Robin Williams",1
"Julie Kavner","Ruth Nelson",1
"Robert De Niro","Robin Williams",1
"Robert De Niro","Ruth Nelson",1
"Robin Williams","Ruth Nelson",1
"Kappei Yamaguchi","Kirsten Dunst",1
"Kappei Yamaguchi","Minami Takayama",1
"Kappei Yamaguchi","Rei Sakuma",1
"Kirsten Dunst","Minami Takayama",1
"Kirsten Dunst","Rei Sakuma",1
"Minami Takayama","Rei Sakuma",1
"Cary Elwes","Denzel Washington",1
"Cary Elwes","Matthew Broderick",1
"Cary Elwes","Morgan Freeman",1
"Denzel Washington","Matthew Broderick",1
"Denzel Washington","Morgan Freeman",1
"Matthew Broderick","Morgan Freeman",1
"Danny Lee","Kong Chu",1
"Danny Lee","Sally Yeh",1
"Danny Lee","Yun-Fat Chow",1
"Kong Chu","Sally Yeh",1
"Kong Chu","Yun-Fat Chow",1
"Sally Yeh","Yun-Fat Chow",1
"Christopher Lloyd","Thomas F. Wilson",1
"Lea Thompson","Thomas F. Wilson",1
"Michael J. Fox","Thomas F. Wilson",1
"Brad Dourif","Frances McDormand",1
"Brad Dourif","Gene Hackman",1
"Brad Dourif","Willem Dafoe",1
"Frances McDormand","Gene Hackman",1
"Frances McDormand","Willem Dafoe",1
"Gene Hackman","Willem Dafoe",1
"Arnold Schwarzenegger","Carl Weathers",1
"Arnold Schwarzenegger","Elpidia Carrillo",1
"Arnold Schwarzenegger","Kevin Peter Hall",1
"Carl Weathers","Elpidia Carrillo",1
"Carl Weathers","Kevin Peter Hall",1
"Elpidia Carrillo","Kevin Peter Hall",1
"Bruce Campbell","Dan Hicks",1
"Bruce Campbell","Kassie Wesley DePaiva",1
"Bruce Campbell","Sarah Berry",1
"Dan Hicks","Kassie Wesley DePaiva",1
"Dan Hicks","Sarah Berry",1
"Kassie Wesley DePaiva","Sarah Berry",1
"Alan Ruck","Jeffrey Jones",1
"Alan Ruck","Matthew Broderick",1
"Alan Ruck","Mia Sara",1
"Jeffrey Jones","Matthew Broderick",1
"Jeffrey Jones","Mia Sara",1
"Matthew Broderick","Mia Sara",1
"John Lurie","Nicoletta Braschi",1
"John Lurie","Roberto Benigni",1
"John Lurie","Tom Waits",1
"Nicoletta Braschi","Tom Waits",1
"Roberto Benigni","Tom Waits",1
"Corey Feldman","Jeff Cohen",1
"Corey Feldman","Josh Brolin",1
"Corey Feldman","Sean Astin",1
"Jeff Cohen","Josh Brolin",1
"Jeff Cohen","Sean Astin",1
"Josh Brolin","Sean Astin",1
"Danny Glover","Margaret Avery",1
"Danny Glover","Oprah Winfrey",1
"Danny Glover","Whoopi Goldberg",1
"Margaret Avery","Oprah Winfrey",1
"Margaret Avery","Whoopi Goldberg",1
"Oprah Winfrey","Whoopi Goldberg",1
"Ally Sheedy","Emilio Estevez",1
"Ally Sheedy","Judd Nelson",1
"Ally Sheedy","Molly Ringwald",1
"Emilio Estevez","Judd Nelson",1
"Emilio Estevez","Molly Ringwald",1
"Judd Nelson","Molly Ringwald",1
"Haing S. Ngor","John Malkovich",1
"Haing S. Ngor","Julian Sands",1
"Haing S. Ngor","Sam Waterston",1
"John Malkovich","Julian Sands",1
"John Malkovich","Sam Waterston",1
"Julian Sands","Sam Waterston",1
"Bill Murray","Dan Aykroyd",1
"Bill Murray","Harold Ramis",1
"Bill Murray","Sigourney Weaver",1
"Dan Aykroyd","Harold Ramis",1
"Dan Aykroyd","Sigourney Weaver",1
"Harold Ramis","Sigourney Weaver",1
"Dennis Quaid","Ed Harris",1
"Dennis Quaid","Sam Shepard",1
"Dennis Quaid","Scott Glenn",1
"Ed Harris","Sam Shepard",1
"Ed Harris","Scott Glenn",1
"Sam Shepard","Scott Glenn",1
"Diahnne Abbott","Jerry Lewis",1
"Diahnne Abbott","Robert De Niro",1
"Diahnne Abbott","Sandra Bernhard",1
"Jerry Lewis","Robert De Niro",1
"Jerry Lewis","Sandra Bernhard",1
"Robert De Niro","Sandra Bernhard",1
"Dee Wallace","Drew Barrymore",1
"Dee Wallace","Henry Thomas",1
"Dee Wallace","Peter Coyote",1
"Drew Barrymore","Henry Thomas",1
"Drew Barrymore","Peter Coyote",1
"Henry Thomas","Peter Coyote",1
"Dustin Hoffman","Jane Alexander",1
"Dustin Hoffman","Justin Henry",1
"Dustin Hoffman","Meryl Streep",1
"Jane Alexander","Justin Henry",1
"Jane Alexander","Meryl Streep",1
"Justin Henry","Meryl Streep",1
"Brooke Adams","Linda Manz",1
"Brooke Adams","Richard Gere",1
"Brooke Adams","Sam Shepard",1
"Linda Manz","Richard Gere",1
"Linda Manz","Sam Shepard",1
"Richard Gere","Sam Shepard",1
"Bill McKinney","Chief Dan George",1
"Bill McKinney","Clint Eastwood",1
"Bill McKinney","Sondra Locke",1
"Chief Dan George","Clint Eastwood",1
"Chief Dan George","Sondra Locke",1
"Clint Eastwood","Sondra Locke",1
"Christopher Plummer","Michael Caine",1
"Christopher Plummer","Saeed Jaffrey",1
"Christopher Plummer","Sean Connery",1
"Michael Caine","Saeed Jaffrey",1
"Michael Caine","Sean Connery",1
"Saeed Jaffrey","Sean Connery",1
"Allen Garfield","Frederic Forrest",1
"Allen Garfield","Gene Hackman",1
"Allen Garfield","John Cazale",1
"Frederic Forrest","Gene Hackman",1
"Frederic Forrest","John Cazale",1
"Gene Hackman","John Cazale",1
"Barry Bostwick","Eric Baugin",1
"Barry Bostwick","Jean Topart",1
"Barry Bostwick","Jennifer Drake",1
"Eric Baugin","Jean Topart",1
"Eric Baugin","Jennifer Drake",1
"Jean Topart","Jennifer Drake",1
"Alan Badel","Edward Fox",1
"Alan Badel","Michel Auclair",1
"Alan Badel","Terence Alexander",1
"Edward Fox","Michel Auclair",1
"Edward Fox","Terence Alexander",1
"Michel Auclair","Terence Alexander",1
"Martin Sheen","Ramon Bieri",1
"Martin Sheen","Sissy Spacek",1
"Martin Sheen","Warren Oates",1
"Ramon Bieri","Sissy Spacek",1
"Ramon Bieri","Warren Oates",1
"Sissy Spacek","Warren Oates",1
"Helmut Griem","Joel Grey",1
"Helmut Griem","Liza Minnelli",1
"Helmut Griem","Michael York",1
"Joel Grey","Liza Minnelli",1
"Joel Grey","Michael York",1
"Liza Minnelli","Michael York",1
"Gene Wilder","Jack Albertson",1
"Gene Wilder","Peter Ostrum",1
"Gene Wilder","Roy Kinnear",1
"Jack Albertson","Peter Ostrum",1
"Jack Albertson","Roy Kinnear",1
"Peter Ostrum","Roy Kinnear",1
"Dustin Hoffman","John McGiver",1
"Dustin Hoffman","Jon Voight",1
"Dustin Hoffman","Sylvia Miles",1
"John McGiver","Jon Voight",1
"John McGiver","Sylvia Miles",1
"Jon Voight","Sylvia Miles",1
"Alan Arkin","Audrey Hepburn",1
"Alan Arkin","Efrem Zimbalist Jr.",1
"Alan Arkin","Richard Crenna",1
"Audrey Hepburn","Efrem Zimbalist Jr.",1
"Audrey Hepburn","Richard Crenna",1
"Efrem Zimbalist Jr.","Richard Crenna",1
"Katharine Hepburn","Katharine Houghton",1
"Katharine Hepburn","Sidney Poitier",1
"Katharine Hepburn","Spencer Tracy",1
"Katharine Houghton","Sidney Poitier",1
"Katharine Houghton","Spencer Tracy",1
"Sidney Poitier","Spencer Tracy",1
"Faye Dunaway","Gene Hackman",1
"Faye Dunaway","Michael J. Pollard",1
"Faye Dunaway","Warren Beatty",1
"Gene Hackman","Michael J. Pollard",1
"Gene Hackman","Warren Beatty",1
"Michael J. Pollard","Warren Beatty",1
"Audrey Hepburn","Rex Harrison",1
"Audrey Hepburn","Stanley Holloway",1
"Audrey Hepburn","Wilfrid Hyde-White",1
"Rex Harrison","Stanley Holloway",1
"Rex Harrison","Wilfrid Hyde-White",1
"Stanley Holloway","Wilfrid Hyde-White",1
"David Tomlinson","Dick Van Dyke",1
"David Tomlinson","Glynis Johns",1
"David Tomlinson","Julie Andrews",1
"Dick Van Dyke","Glynis Johns",1
"Dick Van Dyke","Julie Andrews",1
"Glynis Johns","Julie Andrews",1
"Andrew Marton","Bernhard Wicki",1
"Andrew Marton","Darryl F. Zanuck",1
"Andrew Marton","Gerd Oswald",1
"Bernhard Wicki","Darryl F. Zanuck",1
"Bernhard Wicki","Gerd Oswald",1
"Darryl F. Zanuck","Gerd Oswald",1
"Henri Serre","Jeanne Moreau",1
"Henri Serre","Oskar Werner",1
"Henri Serre","Vanna Urbino",1
"Jeanne Moreau","Oskar Werner",1
"Jeanne Moreau","Vanna Urbino",1
"Oskar Werner","Vanna Urbino",1
"Deborah Kerr","Megs Jenkins",1
"Deborah Kerr","Michael Redgrave",1
"Deborah Kerr","Peter Wyngarde",1
"Megs Jenkins","Michael Redgrave",1
"Megs Jenkins","Peter Wyngarde",1
"Michael Redgrave","Peter Wyngarde",1
"Daniel Boulanger","Henri-Jacques Huet",1
"Daniel Boulanger","Jean Seberg",1
"Daniel Boulanger","Jean-Paul Belmondo",1
"Henri-Jacques Huet","Jean Seberg",1
"Henri-Jacques Huet","Jean-Paul Belmondo",1
"Jean Seberg","Jean-Paul Belmondo",1
"Arthur Rosson","Joanne Dru",1
"Arthur Rosson","John Wayne",1
"Arthur Rosson","Montgomery Clift",1
"Joanne Dru","John Wayne",1
"Joanne Dru","Montgomery Clift",1
"John Wayne","Montgomery Clift",1
"Edward G. Robinson","Humphrey Bogart",1
"Edward G. Robinson","Lauren Bacall",1
"Edward G. Robinson","Lionel Barrymore",1
"Humphrey Bogart","Lionel Barrymore",1
"Lauren Bacall","Lionel Barrymore",1
"Dolores Moran","Humphrey Bogart",1
"Dolores Moran","Lauren Bacall",1
"Dolores Moran","Walter Brennan",1
"Humphrey Bogart","Walter Brennan",1
"Lauren Bacall","Walter Brennan",1
"Henry Travers","Joseph Cotten",1
"Henry Travers","Macdonald Carey",1
"Henry Travers","Teresa Wright",1
"Joseph Cotten","Macdonald Carey",1
"Joseph Cotten","Teresa Wright",1
"Macdonald Carey","Teresa Wright",1
"Andy Devine","Claire Trevor",1
"Andy Devine","John Carradine",1
"Andy Devine","John Wayne",1
"Claire Trevor","John Carradine",1
"Claire Trevor","John Wayne",1
"John Carradine","John Wayne",1
"Margaret Lockwood","May Whitty",1
"Margaret Lockwood","Michael Redgrave",1
"Margaret Lockwood","Paul Lukas",1
"May Whitty","Michael Redgrave",1
"May Whitty","Paul Lukas",1
"Michael Redgrave","Paul Lukas",1
"Cary Grant","Charles Ruggles",1
"Cary Grant","Walter Catlett",1
"Charles Ruggles","Katharine Hepburn",1
"Charles Ruggles","Walter Catlett",1
"Katharine Hepburn","Walter Catlett",1
"Boris Karloff","Colin Clive",2
"Boris Karloff","Elsa Lanchester",1
"Boris Karloff","Valerie Hobson",1
"Colin Clive","Elsa Lanchester",1
"Colin Clive","Valerie Hobson",1
"Elsa Lanchester","Valerie Hobson",1
"Chico Marx","Zeppo Marx",1
"Groucho Marx","Zeppo Marx",1
"Harpo Marx","Zeppo Marx",1
"Ann Dvorak","Karen Morley",1
"Ann Dvorak","Paul Muni",1
"Ann Dvorak","Richard Rosson",1
"Karen Morley","Paul Muni",1
"Karen Morley","Richard Rosson",1
"Paul Muni","Richard Rosson",1
"Boris Karloff","John Boles",1
"Boris Karloff","Mae Clarke",1
"Colin Clive","John Boles",1
"Colin Clive","Mae Clarke",1
"John Boles","Mae Clarke",1
"Carlos Peralta","Diego Cortina Autrey",1
"Carlos Peralta","Marina de Tavira",1
"Carlos Peralta","Yalitza Aparicio",1
